id,title,description,availability,condition,price,link,image_link,brand
PouchS200gr-TaroLatte,Bubuk Minuman Taro Latte Premium Powder 200G,"Bubuk Minuman Taro Latte Premium Powder 200G dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman TARO / UBE LATTE Premium 200g (Manis) Taro Latte Homelab terbuat dari ekstrak Umbi Talas Ungu pilihan yang dicampur dengan coconut creamer yang menghasilkan aroma talas yang khas dan rasa yang sangat gurih, manis dengan terasa sedikit aroma vanilla. Enak diseduh dengan susu dan susu kedelai. Cara sedu Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,85000 IDR,https://www.homelab.co.id/shop/pouchs200gr-tarolatte,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/b0b0918a7f6c4d3c8bf6c8e3a33649c2~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&from=520841845&height=1080&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=1080,Homelab
CoconutCreamer700gr,Coconut Creamer Organik 700g,"Coconut Creamer Organik 700g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Tingkatkan pengalaman minuman Anda dengan Coconut Creamer Organik kami. Dengan berat 700 gram, krim ini adalah tambahan sempurna untuk segala jenis minuman. Dibuat dari kelapa organik pilihan, creamer ini mudah bercampur dengan kopi, teh, atau smoothie Anda, menghadirkan tekstur yang lembut dan creamy dengan sedikit ra Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,59990 IDR,https://www.homelab.co.id/shop/coconutcreamer700gr,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/bd89c060aee84897a85adb0720ae1b43~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
PouchS200gr-Chocolate-1731183877930780228,Bubuk Coklat / Powder Chocolate - 200g,"Bubuk Coklat / Powder Chocolate - 200g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Coklat Premium Terbuat dari bahan coklat pilihan dari pulau Jawa. Kaya akan antioxidant, zat besi, magnesium dan kalsium. Bubuk coklat sudah dicampur dengan cane sugar asli. Gampang disajikan, 30gram (2 sendok) bubuk dicampur dengan susu UHT/Segar/soy milk secukupnya sesuai selera. Cocok untuk minuman dingin Checkout mudah melalui marketplace resmi Homelab.",in stock,new,88990 IDR,https://www.homelab.co.id/shop/bubuk-coklat-powder-chocolate-200g-80228-pouchs200gr-chocolate,https://cf.shopee.co.id/file/d4aa33b33101fc4376bfe5206b4d3e35,Homelab
PouchS200gr-Chocolate-1729667865706138180,Bubuk Coklat / Powder Chocolate - 200G,"Bubuk Coklat / Powder Chocolate - 200G dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Coklat Premium (Manis, mengandung gula dan krimer) Terbuat dari bahan coklat pilihan dari pulau Jawa. Tanpa pemanis buatan dan pengawet. Gampang disajikan, 20gram (2 sendok) bubuk dicampur dengan susu UHT/Segar/soy milk secukupnya sesuai selera. Cocok untuk minuman dingin dan hangat, bisa juga sebagai bahan Checkout mudah melalui marketplace resmi Homelab.",in stock,new,88990 IDR,https://www.homelab.co.id/shop/bubuk-coklat-powder-chocolate-200g-38180-pouchs200gr-chocolate,https://cf.shopee.co.id/file/d4aa33b33101fc4376bfe5206b4d3e35,Homelab
PouchS200gr-BananaLatte,Bubuk Minuman BANANA LATTE - Premium Drink...... - 200g,"Bubuk Minuman BANANA LATTE - Premium Drink...... varian 200g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman Banana / Pisang Latte - Halal Dapatkan rasa manis lembut dan aroma legit pisang berkualitas dalam gelas. Enak diseduh dengan susu dan susu kedelai. Cara seduh Banana latte dingin: - Gunakan 20g bubuk Banana (1 sampai 2 sendok makan) - Aduk dengan 20ml air panas supaya larut. - Tuang susu / soy milk Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,95000 IDR,https://www.homelab.co.id/shop/pouchs200gr-bananalatte,https://cf.shopee.co.id/file/0ae788146b062e01b5c46354aec9a6b7,Homelab
PouchS200gr-CharcoalLatte,Bubuk Minuman CHARCOAL LATTE - Premium Drin..... - 200g,"Bubuk Minuman CHARCOAL LATTE - Premium Drin..... varian 200g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman Charcoal Latte - Halal Terbuat dari activated charcoal / arang aktif. Arang aktif adalah penawar racun alami yang sering digunakan juga sebagai pelancar pencernaan (norit) dan juga banyak manfaat untuk kesehatan lainnya. Anda bisa merasakan manfaat activated charcoal dalam racikan latte yang lembut, ma Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,95000 IDR,https://www.homelab.co.id/shop/pouchs200gr-charcoallatte,https://cf.shopee.co.id/file/2ae7e62ed043a6c1303f1c7263c1de1c,Homelab
PouchS200gr-GenmaichaLatte,Bubuk Minuman GENMAICHA LATTE - Premium Dri..... - 200g,"Bubuk Minuman GENMAICHA LATTE - Premium Dri..... varian 200g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman GENMAICHA LATTE - Halal Nikmati Genmaicha Latte khas Jepang dengan aroma unik yang membuat Anda merasa rileks. Enak diseduh dengan susu dan susu kedelai. Cara seduh Genmaicha latte dingin: - Gunakan 20g bubuk Genmaicha (1 sampai 2 sendok makan) - Aduk dengan 20ml air panas supaya larut. - Tuang susu Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,95000 IDR,https://www.homelab.co.id/shop/pouchs200gr-genmaichalatte,https://cf.shopee.co.id/file/2a7a81d2e56b54ac5bf60ce592a8c51b,Homelab
PouchS200gr-PineappleLatte,Bubuk Minuman NANAS - PINEAPPLE LATTE - Pre..... - 200g,"Bubuk Minuman NANAS - PINEAPPLE LATTE - Pre..... varian 200g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman Nanas premium - Pineapple Latte - Halal Terbuat dari buah nanas terbaik, Anda bisa menikmati minuman nanas / pineapple latte yang kaya akan vitamin C dan antioxidants dengan sensasi tropis yang menyegarkan. Enak diseduh dengan susu dan susu kedelai. Cara seduh Pineapple latte dingin: - Gunakan 20g bub Checkout mudah melalui marketplace resmi Homelab.",in stock,new,95000 IDR,https://www.homelab.co.id/shop/pouchs200gr-pineapplelatte,https://cf.shopee.co.id/file/4255f19501d92036fe0e23b8e71ed86f,Homelab
PouchS200gr-RedVelvetLatte-1731183877741053508,Bubuk Minuman RED VELVET LATTE Premium Powd.....,"Bubuk Minuman RED VELVET LATTE Premium Powd..... dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman RED VELVET LATTE Premium Powder 200g Red Velvet Homelab terbuat dari buah Bit Merah pilihan yang di jus dan dicampur dengan Chocolate powder, Vanila powder dan coconut creamer terbaik yang menghasilkan rasa dan aroma yang khas. Enak diseduh dengan susu dan susu kedelai. Cara seduh red velvet latte dingin: Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,95000 IDR,https://www.homelab.co.id/shop/bubuk-minuman-red-velvet-latte-premium-powder-200g-53508-pouchs200gr-redvelvetlatte,https://cf.shopee.co.id/file/cb8961ff4c45989295661590d82d42e0,Homelab
PouchS200gr-RedVelvetLatte-1729507668598557252,Bubuk Minuman Red Velvet Latte Premium Powd..... - 200g,"Bubuk Minuman Red Velvet Latte Premium Powd..... varian 200g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman RED VELVET LATTE Premium Powder 200g Red Velvet Homelab terbuat dari buah Bit Merah pilihan yang di jus dan dicampur dengan Chocolate powder, Vanila powder dan coconut creamer terbaik yang menghasilkan rasa dan aroma yang khas. Enak diseduh dengan susu dan susu kedelai. Cara seduh red velvet latte ding Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,95000 IDR,https://www.homelab.co.id/shop/bubuk-minuman-red-velvet-latte-premium-powder-200g-57252-pouchs200gr-redvelvetlatte,https://cf.shopee.co.id/file/cb8961ff4c45989295661590d82d42e0,Homelab
PouchS200gr-StrawberryLatte,Bubuk Minuman STRAWBERRY LATTE - Premium Dr..... - 200g,"Bubuk Minuman STRAWBERRY LATTE - Premium Dr..... varian 200g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman Strawberry Latte - Halal Kombinasi nikmat dari manisnya strawberry dalam racikan latte yang creamy. Enak diseduh dengan susu dan susu kedelai. Cara seduh Strawberry latte dingin: - Gunakan 20g bubuk Strawberry (1 sampai 2 sendok makan) - Aduk dengan 20ml air panas supaya larut. - Tuang susu / soy mi Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,105000 IDR,https://www.homelab.co.id/shop/pouchs200gr-strawberrylatte,https://cf.shopee.co.id/file/311e0dc3254fe1abd7164a59847f8245,Homelab
BD6pouchKCLMatchaSakuraBananaTaroChocRV,6 Bungkus Bubuk Minuman Premium Single Pac...,"6 Bungkus Bubuk Minuman Premium Single Pac... dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. 1 Paket Isi 6 Bungkus Minuman Single Pack - Bubuk Matcha (Manis) 25g - Bubuk Coklat (Manis) 25g - Bubuk Red Velvet (Manis) 30g - Bubuk Taro (Manis) 30g - Bubuk Sakura (Manis) 30g - Bubuk Banana (Manis) 30g Bubuk Matcha Latte Premium (Manis) Terbuat dari Matcha pilihan yang diimpor langsung dari Jepang. Kaya ak Checkout mudah melalui marketplace resmi Homelab.",in stock,new,125000 IDR,https://www.homelab.co.id/shop/bd6pouchkclmatchasakurabananatarochocrv,https://cf.shopee.co.id/file/id-11134207-7qukx-lj5aux8s57yudf,Homelab
PouchS200gr-PandanLatte,Bubuk Minuman PANDAN LATTE - Premium Drink...... - 200g,"Bubuk Minuman PANDAN LATTE - Premium Drink...... varian 200g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman Pandan Latte - Halal Terbuat dari daun pandan pilihan, Anda bisa menikmati minuman sehat dengan kenikmatan dan aroma khas pandan setiap saat. Enak diseduh dengan susu dan susu kedelai. Cara seduh Pandan latte dingin: - Gunakan 20g bubuk pandan (1 sampai 2 sendok makan) - Aduk dengan 20ml air panas su Checkout mudah melalui marketplace resmi Homelab.",in stock,new,112500 IDR,https://www.homelab.co.id/shop/pouchs200gr-pandanlatte,https://cf.shopee.co.id/file/7afc4c54dde606ab018ba302fee2b33a,Homelab
Toples100gr-PureBeet-1730557169203775044,Pure Beetroot Powder 100g,"Pure Beetroot Powder 100g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Buah Bit Ekstrak Alami (Tanpa Gula) Isi: 100g Bahan: 100% ekstrak bubuk buah Bit (Beetroot / Beta Vulgaris) Tanpa gula Tanpa pewarna Tanpa pengawet Tanpa perasa buatan 100% Alami dan 100% Vegan Garansi uang kembali! Cara penggunaan: - Gunakan 1 sendok teh - Campur dengan 150ml air hangat - Jika mau di Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,135000 IDR,https://www.homelab.co.id/shop/pure-beetroot-powder-100g-75044-toples100gr-purebeet,https://cf.shopee.co.id/file/id-11134207-822wj-mne4u5o2swzq50,Homelab
Toples100gr-PureBeet-1729668307592055364,Pure Beetroot Powder 100g,"Pure Beetroot Powder 100g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Buah Bit Ekstrak Alami (Tanpa Gula) Isi: 100g Bahan: ekstrak bubuk buah Bit (Beetroot / Beta Vulgaris) Tanpa gula Tanpa pewarna Tanpa pengawet Tanpa perasa buatan Cara penggunaan: - Gunakan 1 sendok teh - Campur dengan 150ml air hangat - Jika mau dingin, larutkan dengan sedikit air hangat, lalu dicampur Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,135000 IDR,https://www.homelab.co.id/shop/pure-beetroot-powder-100g-55364-toples100gr-purebeet,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/b0e52c416c0b484fa5e4542274fffcff~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=1080&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=1080,Homelab
PouchS200gr-SakuraLatte,Bubuk Minuman Sakura Latte Premium Powder 200G,"Bubuk Minuman Sakura Latte Premium Powder 200G varian 200g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman SAKURA LATTE Premium Powder 200g Sakura Latte Homelab terbuat dari extract bunga sakura dicampur dengan coconut creamer terbaik yang menghasilkan rasa manis yang lembut dan aromatic sakura yang menyegarkan. Enak diseduh dengan susu dan susu kedelai. Cara seduh sakura latte dingin: - Gunakan 20g bubuk Checkout mudah melalui marketplace resmi Homelab.",in stock,new,121990 IDR,https://www.homelab.co.id/shop/pouchs200gr-sakuralatte,https://cf.shopee.co.id/file/74ebc70ddd6d7fc679421f2f29e46f36,Homelab
PouchS1KG-SakuraLatte-1729502080216697412,Bubuk Minuman Sakura Latte Premium Powder 200G - 1000g,"Bubuk Minuman Sakura Latte Premium Powder 200G varian 1000g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman SAKURA LATTE Premium Powder 200g Sakura Latte Homelab terbuat dari extract bunga sakura dicampur dengan coconut creamer terbaik yang menghasilkan rasa manis yang lembut dan aromatic sakura yang menyegarkan. Enak diseduh dengan susu dan susu kedelai. Cara seduh sakura latte dingin: - Gunakan 20g bubuk Checkout mudah melalui marketplace resmi Homelab.",in stock,new,495900 IDR,https://www.homelab.co.id/shop/bubuk-minuman-sakura-latte-premium-powder-200g-97412-pouchs1kg-sakuralatte,https://cf.shopee.co.id/file/74ebc70ddd6d7fc679421f2f29e46f36,Homelab
BD2Pouch200gr-Chocolate,Chocolate Powder 2 Pack,"Chocolate Powder 2 Pack dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. SPECIAL PROMO Harga Normal: 170.000, PROMO Price! Dapat 2 bungkus masing-masing 200g (total 400g) 2 Bungkus Bubuk Coklat Premium Terbuat dari bahan coklat pilihan dari pulau Jawa. Kaya akan antioxidant, zat besi, magnesium dan kalsium. Bubuk coklat sudah dicampur dengan cane sugar asli. Gampang disajikan, 30gram (2 sen Checkout mudah melalui marketplace resmi Homelab.",in stock,new,169900 IDR,https://www.homelab.co.id/shop/bd2pouch200gr-chocolate,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/a286dcfaeadc481eb2d7de9b6476c3fb~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
BD2Pouch200gr-MatchaChoco,Bubuk / Powder Matcha & Chocolate Premium - Paket 2 Bungkus,"Bubuk / Powder Matcha & Chocolate Premium varian Paket 2 Bungkus dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Matcha Premium Terbuat dari Matcha pilihan yang diimpor langsung dari Jepang. Kaya akan antioxidant dan terbuat dari bahan natural. Bubuk Matcha sudah dicampur dengan cane sugar asli. Gampang disajikan, 20gram (1 1/2sendok) di campur dengan susu UHT/Segar/soy milk secukupnya sesuai selera. Cocok untuk minuma Checkout mudah melalui marketplace resmi Homelab.",in stock,new,195000 IDR,https://www.homelab.co.id/shop/bd2pouch200gr-matchachoco,https://cf.shopee.co.id/file/1b33637497b61a8a8452f908092c5b43,Homelab
Toples80gr-PureSakura,Pure Extract Sakura 80g,"Pure Extract Sakura 80g dari Homelab cocok untuk membuat minuman cafe-style dengan rasa konsisten dan mudah disajikan. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Pure Sakura Netto: 80g Aroma sangat kuat dan sangat harum! Cocok buat diminum langsung seduh dengan air panas & buat menu makanan / buat kue. Checkout mudah melalui marketplace resmi Homelab.",in stock,new,195000 IDR,https://www.homelab.co.id/shop/toples80gr-puresakura,https://cf.shopee.co.id/file/id-11134207-822wo-mne4u5nwwt8l30,Homelab
